name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-04-01T00:00:00,8.2,5.6,6.7,90.16,0,0,,,,,15.8,284,1015.5,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T01:00:00,8.2,6.8,6.4,88.36,0,0,,,,,8.3,279,1015.5,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T02:00:00,8.1,5.6,6.7,90.82,0,0,,,,,14.7,278,1015.5,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T03:00:00,7.7,5.5,6.7,93.32,0,0,,,,,11.9,268,1015.4,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T04:00:00,7.7,5.4,6.7,93.32,0,0,,,,,12.6,270,1015.3,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T05:00:00,7.7,6,6.2,90.2,0,0,,,,,9.4,266,1015.4,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T06:00:00,7.6,6.3,6.2,90.82,0,0,,,,,7.6,254,1015.4,0.1,10,15.3,0.1,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T07:00:00,7.2,6.1,5.9,91.42,0,0,,,,,6.5,238,1015.3,0.1,10,20,0.1,0,,Clear,clear-day,"C0641,40183099999,40180099999,LLBG,40179099999"
israel,2021-04-01T08:00:00,8.1,6.5,6.1,87.16,0,0,,,,,9,240,1016.2,0.1,10,86,0.3,1,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T09:00:00,8.7,7.7,5.6,80.82,0,0,,,,,6.9,234,1016.1,0.1,10,310,1.1,3,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T10:00:00,11.2,11.2,4.6,63.77,0,0,,,,,11.5,189,1016.2,0.2,10,662,2.4,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T11:00:00,12.6,12.6,3.9,55.37,0,0,,,,,11.9,202,1016.2,0.2,10,917,3.3,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T12:00:00,14.1,14.1,3.2,47.8,0,0,,,,,13.3,233,1016,0.2,10,874,3.1,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T13:00:00,13.2,13.2,2.7,48.89,0,0,,,,,15.9,229,1015.3,0.1,10,564,2,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T14:00:00,14.6,14.6,2.1,42.76,0,0,,,,,15.5,270,1015.2,0.1,10,634,2.3,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T15:00:00,14.1,14.1,2.7,46.09,0,0,,,,,14.1,271,1015.1,0.1,10,350,1.3,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T16:00:00,13.2,13.2,3.4,51.36,0,0,,,,,12.7,274,1015,0.2,10,268,1,3,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T17:00:00,12.6,12.6,2.6,50.5,0,0,,,,,15.9,301,1015.1,0.2,10,232,0.8,2,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T18:00:00,11.2,11.2,1.2,50.09,0,0,,,,,16.9,286,1015.3,0.1,10,83,0.3,1,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T19:00:00,10.7,10.7,0.7,49.96,0,0,,,,,16.2,287,1016,0.1,10,16,0.1,0,,Clear,clear-night,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T20:00:00,10.2,10.2,1.7,55.52,0,0,,,,,13.3,287,1016.2,0,11.4,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-04-01T21:00:00,10.2,10.2,-0.3,48.11,0,0,,,,,10.8,287,1017.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG"
israel,2021-04-01T22:00:00,10.2,10.2,-1.3,44.76,0,0,,,,,19.4,292,1017.1,0,11.4,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
