name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-02-01T00:00:00,10.7,10.7,4.4,65.14,0,0,,,,,4.7,193,1019.3,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T01:00:00,11.1,11.1,4.6,63.91,0,0,,,,,8.3,188,1019.2,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T02:00:00,10.6,10.6,3.9,62.91,0,0,,,,,5,206,1019.3,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T03:00:00,11.5,11.5,3.9,59.29,0,0,,,,,6.5,194,1019.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T04:00:00,11.5,11.5,3.7,58.45,0,0,,,,,5.8,193,1019,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T05:00:00,8.2,8.2,7.2,93.64,0,0,,,,,2.9,55,1019.2,0,9.5,0,,0,,Clear,clear-night,"40180099999,40190099999,LLBG,OJAI,40179099999"
israel,2021-02-01T06:00:00,11,11,3.7,60.41,0,0,,,,,6.1,90,1019.4,0,10,22.4,0.1,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T07:00:00,10.5,10.5,3.9,63.34,0,0,,,,,2.5,127,1019.7,0,10,18,0.1,0,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T08:00:00,13.3,13.3,4.4,54.56,0,0,,,,,3.6,120,1019.8,0,11.4,148,0.5,1,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T09:00:00,14.6,14.6,4.7,51.5,0,0,,,,,5.4,114,1019.6,0,11.4,339,1.2,3,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T10:00:00,15.1,15.1,4.2,48.12,0,0,,,,,8.6,105,1019.3,0,11.4,548,2,5,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T11:00:00,15.1,15.1,4.6,49.42,0,0,,,,,10.8,95,1018.3,0,12.8,657,2.4,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T12:00:00,15.7,15.7,4.4,46.85,0,0,,,,,11.9,96,1017.1,0,11.4,703,2.5,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T13:00:00,22.4,22.4,4.4,30.88,0,0,,,,,13.2,117,,0,8.8,685,2.5,7,,Clear,clear-day,"C0641,40180099999,40270099999,LLBG,OJAI,40272099999"
israel,2021-02-01T14:00:00,17.2,17.2,3.9,41.13,0,0,,,,,11.9,87,1016,0,12.8,599,2.2,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-02-01T15:00:00,17.7,17.7,4.2,40.7,0,0,,,,,9,86,1015.6,0,12.8,462,1.7,5,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
