name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-03-01T00:00:00,8.2,8.2,6.7,90.22,0,0,,,,,4.3,260,1018.7,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T01:00:00,8.1,7.2,6.4,88.99,0,0,,,,,6.1,236,1019.7,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG"
israel,2021-03-01T02:00:00,7.7,6.4,6.2,90.19,0,0,,,,,7.6,255,1018.1,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T03:00:00,7.6,6.3,6.2,90.82,0,0,,,,,7.2,252,1017.5,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG"
israel,2021-03-01T04:00:00,7.7,5.5,6.2,90.2,0,0,,,,,12.2,269,1017.5,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T05:00:00,7.6,6.4,6.2,90.82,0,0,,,,,7.2,255,1017.5,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T06:00:00,7.7,6.3,6.4,91.45,0,0,,,,,7.9,263,1018.4,0.1,10,6,0,0,,Clear,clear-night,"C0641,40183099999,40180099999,40190099999,LLBG"
israel,2021-03-01T07:00:00,8.1,7.2,6.4,88.98,0,0,,,,,6.1,222,1018.3,0.2,10,61,0.2,1,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T08:00:00,9.2,8.2,6.4,82.61,0,0,,,,,7.2,246,1018.5,0.3,10,226,0.8,2,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-03-01T09:00:00,10.2,10.2,6.1,75.69,0,0,,,,,9.4,262,1019.2,0.2,10,237,0.9,2,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
