name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-06-01T00:00:00,23.3,23.3,7.9,37.17,0,0,,,,,3.6,230,1012,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T01:00:00,22.2,22.2,9.4,44.21,0,0,,,,,11.1,280,1011.4,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T02:00:00,19.2,19.2,14.9,76.18,0,0,,,,,8.6,255,1011.2,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T03:00:00,19.1,19.1,13.7,70.96,0,0,,,,,4.3,264,1011.1,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T04:00:00,19.7,19.7,9.7,52.55,0,0,,,,,7.6,287,1011.1,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T05:00:00,21.1,21.1,2.9,30.25,0,0,,,,,12.2,282,1011,0.2,10,2.9,0,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T06:00:00,21.5,21.5,-0.6,22.85,0,0,,,,,6.1,302,1011.1,0.1,10,19,0.1,0,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T07:00:00,23,23,20,83.22,0,0,,,,,7.6,160,1011,0,10,133,0.5,1,,Clear,clear-day,"C0641,40180099999,LLBG"
israel,2021-06-01T08:00:00,23.7,23.7,-5.2,14.2,0,0,,,,,11.1,317,1011.3,0.1,10,369,1.3,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T09:00:00,25,25,-0.1,19.17,0,0,,,,,9,315,1011.2,0.1,10,564,2,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T10:00:00,25.7,25.7,4.6,25.8,0,0,,,,,7.6,297,1011.1,0.1,10,735,2.6,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-06-01T11:00:00,27.2,26.3,5.2,24.62,0,0,,,,,6.5,230,1011,0,10,875,3.2,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
