name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-07-01T00:00:00,25.9,25.9,8.7,33.8,0,0,,,,,10.8,330,1008.5,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T01:00:00,26,26,25,94.23,0,0,,,,,7.6,190,1008,0,10,0,,0,,Clear,clear-night,"40180099999,LLBG"
israel,2021-07-01T02:00:00,25.2,25.2,8.2,34.08,0,0,,,,,11.1,317,1008.3,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T03:00:00,24.7,24.7,8.1,34.88,0,0,,,,,9,319,1008.3,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T04:00:00,24.7,24.7,7.6,33.72,0,0,,,,,5.4,288,1008.4,0.3,9.7,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T05:00:00,24.6,24.6,7.1,32.59,0,0,,,,,9,292,1008.3,0.3,10,5.1,0,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T06:00:00,25,25,6.9,31.38,0,0,,,,,6.1,274,1009.1,0.3,9.3,14,0.1,0,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T07:00:00,25.6,25.6,7.4,31.34,0,0,,,,,9,277,1009.3,0.2,8.4,122,0.4,1,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T08:00:00,26.1,26.1,8.1,31.9,0,0,,,,,13.3,293,1009.3,0.1,9.3,362,1.3,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T09:00:00,27.2,26.6,9.2,32.37,0,0,,,,,14,285,1009.2,0,10,563,2,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T10:00:00,28.7,27.6,9.6,30.45,0,0,,,,,11.5,259,1009.2,0,10,740,2.7,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T11:00:00,30.6,29,8.9,26.05,0,0,,,,,12.6,288,1009.1,0,10,878,3.2,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T12:00:00,31.2,29.5,8.9,25.16,0,0,,,,,14.1,305,1008.9,0,10,958,3.4,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T13:00:00,31.2,29.7,10.7,28.37,0,0,,,,,14.8,293,1008.4,0,10,983,3.5,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T14:00:00,31.7,30.6,12.9,31.83,0,0,,,,,14.8,293,1008.8,0,10,955,3.4,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T15:00:00,31.6,30.4,12.2,30.58,0,0,,,,,13.7,315,1008.2,0,10,870,3.1,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T16:00:00,31.2,29.6,9.9,26.9,0,0,,,,,16.2,329,1008.1,0,10,738,2.7,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T17:00:00,31.2,29.6,9.6,26.37,0,0,,,,,14.8,309,1008.1,0,10,562,2,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T18:00:00,30.2,28.9,10.7,30.05,0,0,,,,,16.6,302,1008.2,0,10,358,1.3,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T19:00:00,29.2,28.5,13.2,37.48,0,0,,,,,12.2,311,1008.9,0,10,153,0.6,2,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T20:00:00,26.6,26.6,17.2,56.28,0,0,,,,,11.5,314,1009,0,10,20,0.1,0,,Clear,clear-night,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T21:00:00,25.2,25.2,17.1,60.79,0,0,,,,,6.5,320,1009.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T22:00:00,25.7,25.7,14.7,50.69,0,0,,,,,7.2,276,1009.3,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-01T23:00:00,25.7,25.7,9.9,37.04,0,0,,,,,7.9,271,1009.3,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T00:00:00,25.6,25.6,7.9,32.57,0,0,,,,,7.6,280,1009.2,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T01:00:00,25.6,25.6,5.9,28.26,0,0,,,,,4.7,278,1009.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T02:00:00,25.6,25.6,3.9,24.6,0,0,,,,,8.3,314,1009,0.1,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T03:00:00,25,25,5.2,27.86,0,0,,,,,7.2,279,1009.1,0.2,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,40179099999"
israel,2021-07-02T04:00:00,24.2,24.2,6.7,32.63,0,0,,,,,8.3,273,1009.2,0.3,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T05:00:00,23.6,23.6,7.2,35,0,0,,,,,10.4,275,1009.2,0.3,10,4.9,0,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T06:00:00,23.6,23.6,6.6,33.4,0,0,,,,,12.2,273,1009.3,0.1,10,14,0.1,0,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T07:00:00,25,25,18,65.15,0,0,,,,,11.2,150,1009,0,10,122,0.4,1,,Clear,clear-day,"C0641,40180099999,LLBG"
israel,2021-07-02T08:00:00,26.6,26.6,5.9,26.64,0,0,,,,,9.7,274,1009.3,0,10,350,1.3,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T09:00:00,29,27.6,6.6,24.31,0,0,,,,,8.7,267,1009.4,0,11.4,540,1.9,5,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T10:00:00,30.5,28.7,5.2,20.24,0,0,,,,,12.9,316,1009.3,0,11.4,734,2.6,7,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T11:00:00,31.1,29.2,6.2,21.08,0,0,,,,,12.2,331,1009.4,0,10,874,3.1,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T12:00:00,31.5,30,10.4,27.2,0,0,,,,,11.9,345,1009.2,0,11.4,955,3.4,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T13:00:00,31.7,30.4,11.9,29.86,0,0,,,,,14.4,284,1008.9,0,11.4,991,3.6,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T14:00:00,32.1,30.5,10.6,26.79,0,0,,,,,15.9,330,1008.2,0,10,963,3.5,10,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T15:00:00,32.2,30.5,10.1,25.77,0,0,,,,,14.8,297,1008.2,0,10,896,3.2,9,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T16:00:00,32.1,30.9,12.4,30.15,0,0,,,,,16.9,295,1008.2,0,10,757,2.7,8,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T17:00:00,31.1,29.9,12.2,31.46,0,0,,,,,15.5,301,1008.1,0,10,585,2.1,6,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T18:00:00,30.1,29.1,12.2,33.31,0,0,,,,,18.3,316,1008.1,0,10,385,1.4,4,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T19:00:00,29.2,28.4,12.7,36.28,0,0,,,,,12.2,284,1008.2,0,10,172,0.6,2,,Clear,clear-day,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T20:00:00,26.7,26.7,14.7,47.75,0,0,,,,,16.5,290,1008.3,0,10,21,0.1,0,,Clear,clear-night,"C0641,40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T21:00:00,25.6,25.6,14.2,49.34,0,0,,,,,13.7,273,1008.4,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T22:00:00,25.7,25.7,10.7,39.02,0,0,,,,,16.5,278,1009.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-02T23:00:00,25.7,25.7,8.7,34.14,0,0,,,,,13.7,275,1008.5,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-03T00:00:00,26.1,26.1,7.9,31.61,0,0,,,,,13.7,274,1008.1,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-03T01:00:00,26.5,26.5,6.4,27.71,0,0,,,,,15.1,275,1007.3,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
israel,2021-07-03T02:00:00,27.1,26.3,5.7,25.49,0,0,,,,,17.2,277,1007.2,0,10,0,,0,,Clear,clear-night,"40183099999,40180099999,40190099999,LLBG,40179099999"
