name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
israel,2021-12-01T00:00:00,15.1,15.1,12.9,86.61,0,0,,0,0,,15.5,284,1016,70.5,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T01:00:00,14.6,14.6,12.6,87.7,0,0,,0,0,,20.1,290,1015.3,48.5,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T02:00:00,14.2,14.2,12.2,87.67,0,0,,0,0,,18.3,291,1015,46.3,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T03:00:00,13.7,13.7,11.7,87.64,0,0,,0,0,,12.9,279,1015,50,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T04:00:00,13.7,13.7,12.2,90.56,0,0,,0,0,,17.2,273,1014.9,78.1,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T05:00:00,13.6,13.6,11.7,88.2,0,0,,0,0,,13.7,273,1014.1,51,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T06:00:00,13.1,13.1,11.2,88.15,0,0,,0,0,,11.2,264,1014.2,85.7,9.5,3,0,0,,Partially cloudy,partly-cloudy-night,"40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T07:00:00,13.2,13.2,11.2,87.67,0,0,,0,0,,12.9,261,1015,83.2,9.5,10,0,0,,Partially cloudy,partly-cloudy-day,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T08:00:00,13.2,13.2,11.4,88.84,0.003,100,rain,0,0,,18,255,1014.8,89.3,8.7,37,0.1,0,,"Rain, Partially cloudy",rain,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T09:00:00,17.5,17.5,16.4,93.15,0,0,,0,0,,11.8,205,1015,89.1,4.9,70,0.3,1,,Partially cloudy,partly-cloudy-day,"C0641,40180099999,40270099999,LLBG"
israel,2021-12-01T10:00:00,12.6,12.6,11.7,94.15,0,0,,0,0,,17.3,260,1015.1,90.2,9.4,122,0.4,1,,Overcast,cloudy,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T11:00:00,13.1,13.1,12.1,93.51,0,0,,0,0,,21.6,279,1014.8,62.1,9.4,132,0.5,1,,Partially cloudy,partly-cloudy-day,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T12:00:00,13.1,13.1,12.1,93.48,0,0,,0,0,,17.7,283,1014,90.2,9.4,112,0.4,1,,Overcast,cloudy,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T13:00:00,12.6,12.6,11.2,91.09,0,0,,0,0,,22,281,1014,89.1,9.3,128,0.5,1,,Partially cloudy,partly-cloudy-day,"C0641,40183099999,40180099999,40270099999,LLBG"
israel,2021-12-01T14:00:00,12.2,12.2,10.7,90.42,9.284,100,rain,0,0,,20.5,287,1013.8,88.4,9.6,149,0.5,1,,"Rain, Partially cloudy",rain,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
israel,2021-12-01T15:00:00,12.7,12.7,10.7,87.51,0,0,,0,0,,21.3,281,1014.1,85.7,9.6,82,0.3,1,,Partially cloudy,partly-cloudy-day,"C0641,40183099999,40180099999,40270099999,LLBG,40179099999"
